Gene Name	Left-End-Position	Right-End-Position	Product
aldB	3754973	3756511	aldehyde dehydrogenase B
panC	147944	148795	pantothenate synthetase
timP	2654001	2654126	putative toxic protein TimP
yeeR	2074779	2076311	CP4-44 prophage; inner membrane protein YeeR
fdhE	4080299	4081228	formate dehydrogenase formation protein
proY	420986	422359	putative transporter ProY
yibW	3768892	3769256	
rpmE	4127013	4127225	50S ribosomal subunit protein L31
ampC	4377811	4378944	&beta;-lactamase
mgtS	1622646	1622741	small protein MgtS
ybiA	832468	832950	<i>N</i>-glycosidase YbiA
ygjQ	3236540	3237232	DUF218 domain-containing protein YgjQ
topA	1331048	1333645	DNA topoisomerase 1
ydhU	1749563	1750348	putative cytochrome YdhU
lacZ	363231	366305	&beta;-galactosidase
xseB	441101	441343	exodeoxyribonuclease VII subunit XseB
lptB	3343944	3344669	lipopolysaccharide transport system ATP binding protein LptB
ygjK	3228888	3231239	glycoside hydrolase
ytiC	4556574	4556675	protein YtiC
gltV	4209774	4209849	tRNA-Glu(UUC)
trpE	1321384	1322946	anthranilate synthase subunit TrpE
ackB			
gnsB	1637609	1637782	Qin prophage; protein GnsB
yiaT	3751128	3751868	outer membrane protein YiaT
hypB	2851001	2851873	hydrogenase isoenzymes nickel incorporation protein HypB
torS	1053434	1056178	sensor histidine kinase TorS
ykfL	266553	266774	
rplL	4180560	4180925	50S ribosomal subunit protein L7 // 50S ribosomal subunit protein L12
sgbH	3748577	3749239	3-keto-L-gulonate-6-phosphate decarboxylase SgbH
ccmA	2297021	2297644	cytochrome <i>c</i> maturation protein A
ispU	194903	195664	<i>ditrans,polycis</i>-undecaprenyl-diphosphate synthase [(2<i>E</i>,6<i>E</i>)-farnesyl-diphosphate specific]
ykiC	383960	384079	protein YkiC
bcp	2600478	2600948	thiol peroxidase
ybgA	739001	739510	DUF1722 domain-containing protein YbgA
ulaA	4419980	4421377	L-ascorbate specific PTS enzyme IIC component
uvrC	1992874	1994706	UvrABC excision nuclease subunit C
bglX	2219692	2221989	&beta;-D-glucoside glucohydrolase, periplasmic
yoaK	1878773	1878871	uncharacterized membrane protein YoaK
ydaU	1421119	1421976	Rac prophage; DUF1376 domain-containing protein YdaU
fhlA	2854338	2856416	DNA-binding transcriptional activator FhlA
nuoA	2404629	2405072	NADH:quinone oxidoreductase subunit A
ybfG	715947	716597	PF10964 domain-containing protein YbfG
rpmA	3332862	3333119	50S ribosomal subunit protein L27
murC	100765	102240	UDP-<i>N</i>-acetylmuramate&mdash;L-alanine ligase
folA	49823	50302	dihydrofolate reductase
ygdR	2971271	2971489	DUF903 domain-containing lipoprotein YgdR
ahpF	639753	641318	alkyl hydroperoxide reductase, AhpF component
ydcK	1499469	1500449	putative acyltransferase YdcK
znuC	1942662	1943417	Zn<sup>2+</sup> ABC transporter ATP binding subunit
fucP	2934235	2935551	L-fucose:H+ symporter
nudJ	1193827	1194288	phosphatase NudJ
opgD	1496856	1498511	glucans biosynthesis protein D
trhO	1116807	1117859	tRNA U34 hydroxylase TrhO
trpB	1317222	1318415	tryptophan synthase subunit &beta;
ymfK	1202259	1202933	e14 prophage; putative repressor protein YmfK
ygdQ	2970420	2971133	PF03741 family inner membrane protein YgdQ
hycG	2843443	2844210	formate hydrogenlyase subunit HycG
pflC	4146258	4147136	putative pyruvate formate-lyase 2 activating enzyme PflC
pbl	2993939	2994441	transglycosylase domain-containing protein Pbl
rimP	3317554	3318006	ribosome maturation factor RimP
yfdE	2488023	2489168	acetyl-CoA:oxalate CoA-transferase
ccmE	2294901	2295380	periplasmic heme chaperone
dacD	2081381	2082547	D-alanyl-D-alanine carboxypeptidase DacD
ilvX	3950507	3950557	uncharacterized protein IlvX
cyuA	3255341	3256651	putative L-cysteine desulfidase CyuA
rodZ	2641831	2642844	cytoskeleton protein RodZ
agaV	3280217	3280690	<i>N</i>-acetyl-D-galactosamine specific PTS enzyme IIB component
yihU	4072675	4073571	3-sulfolactaldehyde reductase
coaA	4174076	4175026	pantothenate kinase
yaeI	184257	185069	phosphodiesterase YaeI
insH2	574737	575717	DLP12 prophage; IS<i>5</i> transposase and trans-activator
nuoF	2400218	2401555	NADH:quinone oxidoreductase subunit F
zraS	4201926	4203323	ZraS-<i>N</i>-phospho-L-histidine // sensor histidine kinase ZraS
ygaZ	2809617	2810354	L-valine exporter, YgaZ component
stfE	1209119	1209655	e14 prophage; putative side tail fiber protein fragment
rpmB	3811438	3811674	50S ribosomal subunit protein L28
mraY	96002	97084	phospho-N-acetylmuramoyl-pentapeptide-transferase
purU	1287782	1288624	formyltetrahydrofolate deformylase
gstB	879854	880480	glutathione <i>S</i>-transferase GstB
yfgM	2638663	2639283	ancillary SecYEG translocon subunit
dnaT	4600978	4601517	primosomal protein DnaT
pphB	2859760	2860416	phosphoprotein phosphatase 2
ycgZ	1215789	1216025	putative two-component system connector protein YcgZ
ddpD	1558031	1559017	putative D,D-dipeptide ABC transporter ATP-binding subunit DdpD
chbC	1819856	1821214	<i>N,N'</i>-diacetylchitobiose-specific PTS enzyme IIC component
yihX	4075553	4076152	&alpha;-D-glucose-1-phosphate phosphatase YihX
yhhL	3604979	3605248	DUF1145 domain-containing protein YhhL
asnW	2058027	2058102	tRNA-Asn(GUU)
mtr	3304573	3305817	tryptophan:H<sup>+</sup> symporter Mtr
sraF	3238374	3238561	
ylcH	572368	572469	DLP12 prophage; uncharacterized protein YlcH
yeiP	2265450	2266022	elongation factor P-like protein YeiP
ldhA	1441854	1442843	D-lactate dehydrogenase
narX	1275822	1277618	sensor histidine kinase NarX
aaaD	581354	581662	DLP12 prophage; protein AaaD
rplI	4426108	4426557	50S ribosomal subunit protein L9
cobU	2065219	2065764	cobinamide-P guanylyltransferase / cobinamide kinase
metL	4129835	4132267	fused aspartate kinase/homoserine dehydrogenase 2
yceJ	1118480	1119046	putative cytochrome b561 YceJ
scpA	3060850	3062994	methylmalonyl-CoA mutase
yciX	1335291	1335458	uncharacterized protein YciX
yfgD	2617578	2617937	putative oxidoreductase YfgD
elaB	2380722	2381027	tail-anchored inner membrane protein ElaB
yadI	144577	145017	putative PTS enzyme IIA component YadI
gabP	2794253	2795653	4-aminobutanoate:H<sup>+</sup> symporter
yjcH	4284899	4285213	DUF485 domain-containing inner membrane protein YjcH
ompX	850450	850965	outer membrane protein X
hycD	2846489	2847412	formate hydrogenlyase subunit HycD
hyaC	1035066	1035773	hydrogenase 1 cytochrome <i>b</i> subunit
ysaC	3750813	3750914	
raiA	2737154	2737495	ribosome-associated inhibitor A
btuR	1327767	1328357	cobinamide/cobalamin adenosyltransferase
folC	2431674	2432942	bifunctional folylpolyglutamate synthetase / dihydrofolate synthetase
yoaE	1900029	1901585	TerC family inner membrane protein YoaE
pxpB	743593	744249	5-oxoprolinase component B
rsxB	1706348	1706926	SoxR [2Fe-2S] reducing system protein RsxB
ybjH	884946	885230	uncharacterized protein YbjH
araA	66835	68337	L-arabinose isomerase
sdaC	2928229	2929518	L-serine:H+ symporter SdaC
tcyN	1997062	1997814	cystine ABC transporter ATP binding subunit
nudI	2364554	2364979	pyrimidine deoxynucleotide diphosphatase NudI
yddE	1534965	1535858	PF02567 family protein YddE
tyrT	1287538	1287622	tRNA-Tyr(GUA)
trpR	4632760	4633086	DNA-binding transcriptional repressor TrpR
tfaE	1208517	1209119	e14 prophage; putative tail fiber assembly protein TfaE
yfgJ	2635599	2635814	zinc ribbon domain-containing protein YfgJ
ttdA	3206463	3207374	L(+)-tartrate dehydratase subunit &alpha;
dmsA	940959	943403	dimethyl sulfoxide reductase subunit A
yrhC	3623887	3624132	
rpsG	3473542	3474081	30S ribosomal subunit protein S7
thrA	337	2799	fused aspartate kinase/homoserine dehydrogenase 1
cobC	669296	669907	putative adenosylcobalamin phosphatase/&alpha;-ribazole phosphatase
tam	1607346	1608104	<i>trans</i>-aconitate 2-methyltransferase
yjgH	4472814	4473209	RutC family protein YjgH
yiiM	4102822	4103496	6-hydroxyaminopurine reductase
ydiK	1769074	1770186	putative transporter YdiK
sgcC	4528930	4530243	putative PTS enzyme IIC component SgcC
serA	3057178	3058410	phosphoglycerate dehydrogenase
srlA	2825832	2826395	sorbitol-specific PTS enzyme IIC<sub>2</sub> component
dfp	3812731	3813951	fused 4'-phosphopantothenoylcysteine decarboxylase and phosphopantothenoylcysteine synthetase
smf	3432436	3433560	protein Smf
yfjY	2776386	2776868	CP4-57 prophage; RadC-like JAB domain-containing protein YfjY
hybO	3145143	3146261	hydrogenase 2 small subunit
hycA	2849974	2850435	regulator of the transcriptional regulator FhlA
glvG	3861173	3861987	
rplW	3451382	3451684	50S ribosomal subunit protein L23
mlaD	3337910	3338461	intermembrane phospholipid transport system, substrate binding protein MlaD
cobS	2064479	2065222	cobalamin 5'-phosphate synthase
folM	1680976	1681698	dihydromonapterin reductase
sodA	4100810	4101430	superoxide dismutase (Mn)
yncE	1523307	1524368	PQQ-like domain-containing protein YncE
holE	1925108	1925338	DNA polymerase III subunit &theta;
cutA	4365018	4365356	copper binding protein CutA
ykgE	321608	322327	putative lactate utilization oxidoreductase YkgE
serB	4624895	4625863	phosphoserine phosphatase
frlB	3501268	3502290	fructoselysine 6-phosphate deglycase
ugpC	3588110	3589180	<i>sn</i>-glycerol 3-phosphate ABC transporter ATP binding subunit
hcr	911182	912150	NADH oxidoreductase
ytfJ	4438708	4439262	PF09695 family protein YtfJ
pheU	4362551	4362626	tRNA-Phe(GAA)
trpC	1318427	1319788	fused indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase
b4250	4474227	4474391	
yfjH	2757644	2758600	CP4-57 prophage; uncharacterized protein YfjH
yibI	3771382	3771744	DUF3302 domain-containing protein YibI
pykA	1937649	1939091	pyruvate kinase 2
menE	2373648	2375003	<i>o</i>-succinylbenzoate&mdash;CoA ligase
yfdL	2471544	2472062	CPS-53 (KpLE1) prophage; putative uncharacterized protein YfdL
rpsD	3441055	3441675	30S ribosomal subunit protein S4
cobT	2063388	2064467	nicotinate-nucleotide&mdash;dimethylbenzimidazole phosphoribosyltransferase
asd	3573775	3574878	aspartate-semialdehyde dehydrogenase
insH8	2289065	2290045	IS<i>5</i> transposase and trans-activator
pntB	1674972	1676360	pyridine nucleotide transhydrogenase subunit &beta;
yhcF	3366926	3367642	DUF1120 domain-containing protein YhcF
cmtB	3078887	3079330	mannitol-specific PTS enzyme IIA component CmtB
ycgV	1253085	1255952	putative autotransporter adhesin YcgV
hchA	2035835	2036686	protein/nucleic acid deglycase 1
serC	957653	958741	phosphoserine/phosphohydroxythreonine aminotransferase
gatZ	2175059	2176321	putative tagatose-1,6-bisphosphate aldolase 2 chaperone
argK	3062987	3063982	methylmalonyl-CoA mutase-interacting GTPase YgfD
yfdN	2472387	2472881	CPS-53 (KpLE1) prophage; uncharacterized protein YfdN
hycH	2843036	2843446	formate hydrogenlyase assembly protein
napF	2303003	2303497	ferredoxin-type protein
ybfL	736900	737961	putative transposase YbfL
rplS	2744183	2744530	50S ribosomal subunit protein L19
pdxY	1715026	1715889	pyridoxal kinase 2
thyA	2964361	2965155	thymidylate synthase
yccF	1023902	1024348	PF03733 family inner membrane protein YccF
paoB	300931	301887	aldehyde dehydrogenase, FAD-binding subunit
waaH	3789047	3790081	UDP-glucuronate:LPS(HepIII) glycosyltransferase
ythB	4536597	4536695	protein YthB
hisG	2090192	2091091	ATP phosphoribosyltransferase
paaB	1454868	1455155	phenylacetyl-CoA 1,2-epoxidase subunit B
fecE	4510690	4511457	ferric citrate ABC transporter ATP binding subunit
adeD	3843964	3845730	adenine deaminase
yhfY	3511060	3511422	PRD domain-containing protein YhfY
leuP	4606200	4606286	tRNA-Leu(CAG)
tnaB	3890236	3891483	tryptophan:H+ symporter TnaB
tfaQ	1634310	1634885	Qin prophage; putative tail fiber assembly protein TfaQ
elaA	2381082	2381543	putative acetyltransferase ElaA
adhE	1295446	1298121	fused acetaldehyde-CoA dehydrogenase and iron-dependent alcohol dehydrogenasealdehyde/alcohol dehydrogenase AdhE
fdhD	4086016	4086849	sulfurtransferase for molybdenum cofactor sulfuration
ykfN	263150	263212	YdiA family protein
rpsQ	3448314	3448568	30S ribosomal subunit protein S17
lysC	4231884	4233233	aspartate kinase III
pdxK	2536386	2537237	pyridoxine/pyridoxal/pyridoxamine kinase
insF4	1094275	1095141	IS3 element protein InsF
kptA	4560930	4561484	RNA 2'-phosphotransferase
ygbE	2873014	2873337	DUF3561 domain-containing inner membrane protein YgbE
nnr	4394066	4395613	NAD(P)HX epimerase / NAD(P)HX dehydratase
ybgS	784937	785317	PF13985 family protein YbgS
ulaB	4421393	4421698	L-ascorbate specific PTS enzyme IIB component
hisC	2092398	2093468	histidinol-phosphate aminotransferase
srlR	2829047	2829820	DNA-binding transcriptional repressor SrlR
panD	146314	146694	PanD &beta; cleavage product // PanD &alpha; cleavage product // aspartate 1-decarboxylase proenzyme
yigA	3995583	3996290	DUF484 domain-containing protein YigA
ymfH	1201069	1201380	e14 prophage; putative protein YmfH
hycE	2844762	2846471	formate hydrogenlyase subunit HycE
hypF	2835173	2837425	carbamoyl--[HypE] ligase
psaA	2777972	2777985	
rpsA	961995	963668	30S ribosomal subunit protein S1
letA	1916258	1917541	intermembrane transport protein LetA
pdxH	1717351	1718007	pyridoxine/pyridoxamine 5'-phosphate oxidase
tsx	431129	432013	nucleoside-specific channel-forming protein Tsx
folD	556875	557741	bifunctional methylenetetrahydrofolate dehydrogenase / methenyltetrahydrofolate cyclohydrolase
katG	4133835	4136015	catalase/hydroperoxidase HPI
yajQ	444683	445174	nucleotide binding protein YajQ
recQ	4005864	4007693	ATP-dependent DNA helicase RecQ
hisM	2424517	2425233	lysine/arginine/ornithine ABC transporter / histidine ABC transporter, membrane subunit HisM
b3254	3404516	3404617	
yqgH	3109317	3109400	protein YqgH
hisL	2089996	2090046	<i>his</i> operon leader peptide
bglA	3043662	3045101	6-phospho-&beta;-glucosidase A
ycjV	1380821	1381789	putative ABC transporter ATP-binding protein YcjV
preT	2234033	2235271	dihydropyrimidine dehydrogenase (NAD<sup>+</sup>) subunit PreT
yraJ	3288814	3291330	putative fimbrial usher protein YraJ
glnX	696430	696504	tRNA-Gln(CUG)
trpL	1323038	1323082	<i>trp</i> operon leader peptide
b1354	1419168	1419344	
ybcO	573084	573374	DLP12 prophage; putative nuclease YbcO
yigZ	4032492	4033106	IMPACT family member YigZ
ttdB	3207371	3207976	L(+)-tartrate dehydratase subunit &beta;
narL	1275179	1275829	DNA-binding transcriptional dual regulator NarL-phosphorylated // DNA-binding transcriptional dual regulator NarL
peaD	566376	566687	
rplP	3448759	3449169	50S ribosomal subunit protein L16
citE	649582	650490	citrate lyase &beta; subunit
insA3	291071	291346	IS1 protein InsA
nanK	3369475	3370350	<i>N</i>-acetylmannosamine kinase
yghG	3113067	3113477	lipoprotein YghG
pmrD	2373272	2373538	signal transduction protein PmrD
yjdP	4313868	4314197	protein YjdP
marB	1619989	1620207	multiple antibiotic resistance protein MarB
hisH	2094535	2095125	imidazole glycerol phosphate synthase subunit HisH
ptsG	1157869	1159302	EIIBC<sup>glc</sup> - phosphorylated // glucose-specific PTS enzyme IIBC component
yciE	1314718	1315224	DUF892 domain-containing protein YciE
rzoD	578327	578509	DLP12 prophage; putative prophage lysis lipoprotein RzoD
ygeG	2991268	2991759	TPR repeat-containing putative chaperone YgeG
hycB	2849238	2849849	formate hydrogenlyase subunit HycB
glpT	2351016	2352374	sn-glycerol 3-phosphate:phosphate antiporter
ydfE	1650078	1650998	Qin prophage; protein YdfE
deaD	3305971	3307860	ATP-dependent RNA helicase DeaD
nanE	3370347	3371036	probable <i>N</i>-acetylmannosamine-6-phosphate 2-epimerase
tolA	776342	777607	Tol-Pal system protein TolA
metF	4132616	4133506	5,10-methylenetetrahydrofolate reductase
yrfJ	3490132	3490185	protein YrfJ
cynS	359489	359959	cyanase
yfdS	2475511	2475873	CPS-53 (KpLE1) prophage; protein YfdS
ybgV	754658	754690	protein YbgV
hisD	2091097	2092401	histidinal/histidinol dehydrogenase
proV	2804815	2806017	glycine betaine ABC transporter ATP binding subunit ProV
exuR	3246652	3247428	DNA-binding transcriptional repressor ExuR
ybdK	606265	607383	putative glutamate&mdash;cysteine ligase 2
ssnA	3019161	3020489	putative aminohydrolase SsnA
lysQ	781577	781652	tRNA-Lys(UUU)
ralR	1413733	1413927	Rac prophage; endodeoxyribonuclease toxin RalR
yebV	1921780	1922016	DUF1480 domain-containing protein YebV
pykF	1755698	1757110	pyruvate kinase 1
hyfH	2610164	2610709	hydrogenase 4 component H
yjhE	4506861	4507109	KpLE2 phage-like element; putative membrane protein (pseudogene)
sra	1555826	1555963	ribosome-associated protein Sra
hmp	2685835	2687025	nitric oxide dioxygenase
insCD3	2068952	2070180	IS2 element transposase InsAB'
nagA	701603	702751	<i>N</i>-acetylglucosamine-6-phosphate deacetylase
yibN	3784584	3785015	putative sulfurtransferase YibN
ampH	395130	396287	peptidoglycan DD-carboxypeptidase/peptidoglycan DD-endopeptidase
naRNA3	4326105	4326181	naRNA3
arsB	3648935	3650224	arsenite/antimonite:H<sup>+</sup> antiporter
hisA	2095125	2095862	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase
manA	1688576	1689751	mannose-6-phosphate isomerase
coaD	3809825	3810304	pantetheine-phosphate adenylyltransferase
gor	3646299	3647651	glutathione reductase (NADPH)
tolR	775849	776277	Tol-Pal system protein TolR
yoaC	1894133	1894432	DUF1889 domain-containing protein YoaC
pflB	951272	953554	pyruvate formate-lyase
nuoN	2390048	2391505	NADH:quinone oxidoreductase subunit N
nfrA	587982	590954	exopolysaccharide secretion system outer membrane protein NfrA
yeeP	2070786	2071211	CP4-44 prophage; putative GTP-binding protein
rpsN	3446579	3446884	30S ribosomal subunit protein S14
nanA	3372683	3373576	<i>N</i>-acetylneuraminate lyase
fepA	610254	612494	ferric enterobactin outer membrane transporter
sfmA	558212	558754	putative fimbrial protein SfmA
yhhY	3581138	3581626	<i>N</i>-acetyltransferase YhhY
mntS	852869	852997	small protein MntS
dnaG	3211107	3212852	DNA primase
ariR	1216369	1216635	putative two-component system connector protein AriR
yliL	852671	852940	
ymjE	1359177	1359341	protein YmjE
hisI	2096614	2097225	putative bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphatase
lyxK	3747084	3748580	L-xylulose kinase
btuD	1792809	1793558	vitamin B<sub>12</sub> ABC transporter ATP binding subunit
yhdE	3397785	3398378	nucleoside triphosphate pyrophosphatase YhdE
yqaE	2796870	2797028	Pmp3 family protein YqaE
thrV	3423580	3423655	tRNA-Thr(GGU)
sroD	1888017	1888102	
talB	8238	9191	transaldolase B
lit	1198695	1199588	e14 prophage; cell death peptidase Lit
yacC	136570	136917	putative lipoprotein YacC
napH	2298715	2299578	ferredoxin-type protein NapH
zraR	4203320	4204645	DNA-binding transcriptional activator ZraR-phosphorylated // DNA-binding transcriptional activator ZraR
